Column 1 1 2 1,CATEGORY,Column 1 2 1 2 1,Column 1 2 1 3 1,Column 1 2 1 4 1
"""Keybase Zoombot""","[""productivity""]",,,
"""AppointmentGuru""","[""health-care"",""scheduling-calendar""]",,,
"""Kolabtree""","[""team-collaborations""]","""Profile & Contact Information""","""Settings""",
"""Pearson English Portal""","[""education"",""learning-development""]",,,
"""Skooly""","[""education"",""learning-development""]",,,
"""aule.co""","[""education"",""learning-development""]",,,
"""Keypoint Connect Zoom Integration""","[""learning-development""]",,,
"""BoardOnTrack""","[""education"",""team-collaborations""]",,,
"""Adobe XD""","[""scheduling-calendar""]",,,
"""comiru_education""","[""customer-service""]",,,
"""Edutech-Link""","[""learning-development""]",,,
"""Homemuse""","[""education"",""learning-development""]",,,
"""Jira moments""","[""recording-transcriptions""]",,,
"""Msetsu""","[""eventmanagement""]",,,
"""Synappx Meeting EU""","[""productivity""]",,,
"""SmartGig""","[""scheduling-calendar""]",,,
"""MM""","[""team-collaborations""]",,,
"""Lyon.com.ph""","[""education"",""eventmanagement""]",,,
"""Recordings+ for Atlassian Confluence""","[""recording-transcriptions""]",,,
"""TeamLinkt""","[""scheduling-calendar""]",,,
"""Srush""","[""productivity""]",,,
"""Brindle Booking""","[""customer-service"",""eventmanagement"",""scheduling-calendar""]",,,
"""OneMinutes""","[""productivity""]",,,
"""Tutorbloc""","[""education"",""learning-development""]",,,
"""Warpwire""","[""recording-transcriptions""]",,,
"""XOR""","[""human-resources""]",,,
"""sfG MentorNet""","[""learning-development""]",,,
"""ourklyk""","[""team-collaborations""]",,,
"""Wired2Perform""","[""scheduling-calendar""]",,,
"""56CardGameOnline""","[""social-activities""]","""Profile & Contact Information""","""Settings""",
"""Core Fitness""","[""eventmanagement"",""scheduling-calendar"",""social-activities""]",,,
"""Shuttle for Zoom""","[""education"",""learning-development""]",,,
"""Timefluence""","[""scheduling-calendar""]",,,
"""2key SmartSessions""","[""marketing""]",,,
"""Cliniciel""","[""health-wellness""]",,,
"""EventX EMS Webinar Integration""","[""eventmanagement""]",,,
"""iClass Corporate""","[""learning-development""]",,,
"""ePlannerPro Virtual""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""LoooMs""","[""team-collaborations""]",,,
"""OES EMS Link""","[""eventmanagement""]",,,
"""Balance With Us""","[""health-care"",""social-activities""]",,,
"""FS.COM""","[""sales-automation""]",,,
"""Project Room - HUE Works Suite""","[""team-collaborations""]",,,
"""iTec School""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""modern-reliance-auth""","[""learning-development""]",,,
"""Strategy X""","[""team-collaborations""]",,,
"""Inzite""","[""scheduling-calendar""]",,,
"""eCrayon""","[""education"",""learning-development""]",,,
"""JustClick.io""","[""crm""]",,,
"""Geekbunk""","[""education"",""learning-development""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Viida""","[""customer-service""]",,,
"""YuJa Enterprise Video Platform""","[""recording-transcriptions""]",,,
"""People.ai""","[""analytics""]",,,
"""Oliv Meeting Recorder - Admin Edition""","[""sales-automation""]","""Profile & Contact Information""","""Settings""",
"""Lumos""","[""content-and-compliance""]","""Profile & Contact Information""","""Settings""",
"""ailead""","[""sales-automation""]",,,
"""pivot""","[""analytics""]",,,
"""Hangouts Chat""","[""team-collaborations""]",,,
"""AI Business Cards by Warmly""","[""productivity""]","""Settings""",,
"""Gmail""","[""team-collaborations""]",,,
"""YouCanBook.me""","[""scheduling-calendar""]",,,
"""HUMAN""","[""education"",""learning-development""]",,,
"""Pickle""","[""sales-automation""]","""Profile & Contact Information""","""Settings""",
"""Just Say The Word!""","[""games""]",,,
"""Reclaim.ai""","[""productivity""]",,,
"""WeSchool""","[""education"",""learning-development""]",,,
"""vcita""","[""scheduling-calendar""]",,,
"""Flock""","[""team-collaborations""]",,,
"""Applause""","[""eventmanagement""]",,,
"""Trello""","[""team-collaborations""]",,,
"""Bucket.io 2.0""","[""marketing""]",,,
"""Coffee Break""","[""team-collaborations"",""team-collaborations""]","""Settings""",,
"""CampusGroups""","[""education"",""scheduling-calendar""]",,,
"""Checkin""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""Convene""","[""team-collaborations""]",,,
"""Bookafy""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""YouTube for Zoom""","[""recording-transcriptions""]",,,
"""Absorb""","[""learning-development""]","""Profile & Contact Information""","""Settings""",
"""T/H Spaces Zoom""","[""social-activities""]",,,
"""WPCal.io""","[""scheduling-calendar""]",,,
"""Gryphon ONE for Zoom""","[""analytics""]",,,
"""JLive""","[""eventmanagement""]",,,
"""Practice""","[""crm""]",,,
"""Exercise.com""","[""eventmanagement""]",,,
"""PushtoLearn""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""RC Together for Organizations""","[""team-collaborations""]",,,
"""Copilot""","[""sales-automation""]",,,
"""Vtiger CRM""","[""crm""]",,,
"""Wondr""","[""health-care"",""scheduling-calendar""]",,,
"""CLIPr""","[""analytics"",""recording-transcriptions"",""transcription-translation""]",,,
"""Probooking V2""","[""scheduling-calendar""]",,,
"""Niuco""","[""eCommerce""]",,,
"""Letsmeet""","[""productivity"",""scheduling-calendar""]",,,
"""Mentorloop""","[""human-resources""]","""Profile & Contact Information""","""Settings""",
"""Voice Atlas""","[""education"",""productivity""]",,,
"""Coaching WRX""","[""eventmanagement""]",,,
"""SMART TeamWorks""","[""team-collaborations""]","""Profile & Contact Information""","""Settings""",
"""Polka""","[""productivity""]",,,
"""MyClass Remote""","[""education"",""scheduling-calendar""]",,,
"""VoiceVibes""","[""sales-automation""]",,,
"""Gist for Zoom""","[""scheduling-calendar""]",,,
"""Zoom for Twist""","[""team-collaborations""]",,,
"""Leverice""","[""team-collaborations""]",,,
"""Vmoso""","[""team-collaborations""]",,,
"""Oode""","[""scheduling-calendar""]",,,
"""Inclusive""","[""human-resources""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""CoffeeTalk""","[""social-activities""]",,,
"""GLXStudio""","[""recording-transcriptions""]",,,
"""Gistify""","[""transcription-translation""]",,,
"""RegisterBlast""","[""education"",""scheduling-calendar""]",,,
"""Cademy""","[""education"",""learning-development""]",,,
"""Reservanto""","[""eventmanagement""]",,,
"""Covideo""","[""recording-transcriptions""]",,,
"""Cotano""","[""productivity""]",,,
"""HowNow""","[""learning-development""]","""Profile & Contact Information""","""Settings""",
"""PLJEC Cloud""","[""team-collaborations""]",,,
"""fosterwayApp""","[""education"",""marketing""]",,,
"""Spiti""","[""recording-transcriptions"",""team-collaborations""]",,,
"""PeerBie MyWork""","[""team-collaborations""]",,,
"""Teamly""","[""scheduling-calendar""]","""Profile & Contact Information""","""Account Information""","""Settings"""
"""Fylamynt""","[""team-collaborations""]",,,
"""Hyarch Zoom""","[""productivity""]",,,
"""SmartMeeting""","[""team-collaborations""]",,,
"""GovernSpot""","[""team-collaborations""]",,,
"""Data443 Chat History Scanner""","[""content-and-compliance""]",,,
"""Whambam""","[""team-collaborations""]",,,
"""Instaminutes""","[""transcription-translation""]",,,
"""Integration for WordPress""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Funneljoy""","[""sales-automation""]",,,
"""Hyperproof""","[""content-and-compliance""]",,,
"""Twishr""","[""education"",""learning-development""]",,,
"""Classengage""","[""education"",""scheduling-calendar""]",,,
"""Wordcraft""","[""education"",""learning-development""]",,,
"""Calbot""","[""scheduling-calendar""]",,,
"""9cv9""","[""productivity""]",,,
"""Talentech Online Meetings""","[""human-resources""]",,,
"""Onin""","[""team-collaborations""]",,,
"""Magical""","[""team-collaborations""]",,,
"""Krock.io""","[""team-collaborations""]",,,
"""Jooclass""","[""learning-development""]",,,
"""PranaCare""","[""health-care"",""health-wellness""]",,,
"""AIMS Zoom Plugin""","[""team-collaborations""]",,,
"""nClass""","[""education"",""learning-development""]",,,
"""Chorus.ai""","[""sales-automation""]","""Profile & Contact Information""","""Settings""",
"""Vyopta CPM for Zoom Webhooks""","[""analytics""]",,,
"""Blissfully""","[""content-and-compliance""]","""Profile & Contact Information""","""Settings""",
"""ScuolaSemplice""","[""education"",""scheduling-calendar""]",,,
"""Atlassian Jira and Service Desk""","[""productivity""]",,,
"""Saba Cloud - Meetings""","[""learning-development""]",,,
"""LTI""","[""education"",""learning-development""]",,,
"""reteach""","[""education"",""learning-development""]",,,
"""Zoom for Freshworks CRM""","[""crm""]",,,
"""Asana""","[""team-collaborations""]",,,
"""LeadConnector""","[""scheduling-calendar""]",,,
"""Trelica""","[""content-and-compliance""]","""Profile & Contact Information""","""Settings""",
"""Prelude - Formerly Interview Schedule""","[""human-resources""]",,,
"""Toddle""","[""education"",""learning-development""]",,,
"""Next Learning Platform""","[""education"",""learning-development""]",,,
"""Quipper""","[""education"",""learning-development""]",,,
"""Guidde""","[""learning-development"",""productivity"",""team-collaborations""]",,,
"""Aternity""","[""analytics""]",,,
"""Screencast-O-Matic Video Editor""","[""education"",""recording-transcriptions""]",,,
"""NovoEd Connector - User Level""","[""education"",""learning-development""]",,,
"""Remote Team""","[""human-resources""]","""Profile & Contact Information""","""Settings""",
"""TIMIFY""","[""education"",""scheduling-calendar""]",,,
"""DocuSign eSignature""","[""productivity""]",,,
"""eTermin""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""BlueBird""","[""sales-automation""]",,,
"""Quoox""","[""eventmanagement""]",,,
"""Zola""","[""team-collaborations""]",,,
"""GoodPage""","[""scheduling-calendar""]",,,
"""Salesmate""","[""crm""]",,,
"""Apptio Cloudability SaaS""","[""analytics""]",,,
"""onPodio""","[""scheduling-calendar""]",,,
"""bookitLive""","[""scheduling-calendar""]",,,
"""Secure Registration Forms - Donations & PayPal""","[""marketing""]",,,
"""Fusion Remote Bot""","[""team-collaborations""]",,,
"""ScuolaSemplice Host""","[""education"",""scheduling-calendar""]",,,
"""Codimite-Archiver""","[""content-and-compliance""]",,,
"""AppointmentThing""","[""eventmanagement""]",,,
"""Nectar 10 - Demo""","[""analytics""]",,,
"""EngageBay CRM & Marketing Automation""","[""crm""]",,,
"""Schoox Academy Integration Zoom Webinar""","[""education"",""productivity""]",,,
"""Nitte""","[""productivity""]",,,
"""Tou by JGU""","[""team-collaborations""]",,,
"""Newfold Online Scheduling""","[""scheduling-calendar""]",,,
"""Fernus""","[""education"",""learning-development""]",,,
"""Pyrus""","[""productivity""]","""Profile & Contact Information""","""Settings""",
"""PowerLesson 2""","[""education"",""learning-development""]",,,
"""Dreamaker.io""","[""education"",""learning-development""]",,,
"""Dr.Works""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""MyKademy""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""VET Campus""","[""education"",""team-collaborations""]",,,
"""Provider BC Clinical Portal""","[""health-wellness""]",,,
"""ExlyApp for Zoom""","[""scheduling-calendar""]",,,
"""Workplace Insights""","[""analytics""]",,,
"""TrustedPeer MentorLink""","[""team-collaborations""]",,,
"""Cyrano Systems""","[""recording-transcriptions""]",,,
"""Prescribery App""","[""health-care"",""health-wellness""]","""Profile & Contact Information""","""Settings""",
"""Buyers Kitchen""","[""sales-automation""]",,,
"""EdCast Courses and Events""","[""eventmanagement"",""learning-development""]",,,
"""Dotcal""","[""scheduling-calendar""]",,,
"""TimeLab""","[""scheduling-calendar""]",,,
"""Rangr""","[""scheduling-calendar""]",,,
"""comiru""","[""customer-service""]",,,
"""Franchise On Cloud""","[""eventmanagement""]",,,
"""Beam""","[""content-and-compliance""]",,,
"""Zoho Desk""","[""customer-service""]",,,
"""Envise Pinpoint""","[""crm""]",,,
"""GForge""","[""team-collaborations""]",,,
"""e-ful""","[""health-care"",""health-wellness"",""learning-development"",""social-activities""]",,,
"""Bricleir""","[""scheduling-calendar""]",,,
"""Engaging Networks - Dallas""","[""crm""]",,,
"""Kintaba""","[""team-collaborations""]",,,
"""OnePgr Deal Room""","[""analytics"",""productivity"",""sales-automation""]",,,
"""WorkHint""","[""health-care"",""team-collaborations""]",,,
"""Nectar 10 - US""","[""analytics""]",,,
"""Udentity""","[""education"",""marketing""]",,,
"""Rollcallz""","[""education"",""learning-development""]",,,
"""Workato - EU""","[""productivity""]","""Profile & Contact Information""","""Settings""",
"""Remota""","[""eventmanagement""]",,,
"""rsvpBOOK Session Webinars""","[""scheduling-calendar""]",,,
"""Watton""","[""education"",""learning-development""]",,,
"""Voxpopme""","[""analytics""]",,,
"""Peer""","[""education"",""learning-development""]",,,
"""VideoKen AI""","[""recording-transcriptions""]",,,
"""Nearness""","[""marketing""]",,,
"""10er Karte""","[""eCommerce""]",,,
"""Acado""","[""education"",""learning-development""]",,,
"""MeetOnline""","[""scheduling-calendar""]",,,
"""plumedot""","[""productivity""]",,,
"""Fettle""","[""social-activities""]",,,
"""Wishpond""","[""scheduling-calendar""]",,,
"""Tread""","[""health-wellness""]",,,
"""Bookd""","[""scheduling-calendar""]",,,
"""Productiv""","[""analytics""]",,,
"""10to8 Scheduling""","[""scheduling-calendar""]",,,
"""Yva.ai Connector for Zoom""","[""human-resources""]",,,
"""Modjo""","[""sales-automation""]",,,
"""GReminders Scheduling and SMS Reminders""","[""health-care"",""scheduling-calendar""]",,,
"""GoodTime Interview Scheduling""","[""scheduling-calendar""]",,,
"""Vectrix""","[""content-and-compliance""]",,,
"""WellnessLiving""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""Team Games""","[""games"",""team-collaborations""]",,,
"""Echo360""","[""education"",""recording-transcriptions""]",,,
"""Global Relay Archive for Meetings""","[""content-and-compliance""]","""Account Information""",,
"""Path LMS""","[""learning-development""]",,,
"""Book Like A Boss""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Modern Hire - AU""","[""human-resources""]",,,
"""Bardeen""","[""productivity""]",,,
"""Spinach.io - Crush your daily standup""","[""team-collaborations""]",,,
"""Chronus""","[""learning-development""]",,,
"""Theta Lake for Zoom Chat""","[""content-and-compliance"",""financialServices""]",,,
"""Appointy Meetings For Zoom""","[""scheduling-calendar""]","""Profile & Contact Information""","""Settings""",
"""Retain.ai""","[""productivity""]",,,
"""Shared Backgrounds""","[""productivity""]",,,
"""Marsview Live Notes for Zoom""","[""education"",""transcription-translation""]",,,
"""iCIMS for Zoom""","[""human-resources""]",,,
"""User Interviews""","[""marketing""]",,,
"""Modern Hire - EU""","[""human-resources""]",,,
"""Interval""","[""scheduling-calendar""]",,,
"""Keka""","[""customer-service""]",,,
"""TeachForce""","[""education"",""learning-development""]",,,
"""Nutrium""","[""health-care"",""health-wellness""]",,,
"""MightyForms""","[""health-care"",""scheduling-calendar""]",,,
"""OnBoard""","[""team-collaborations""]",,,
"""AI Gijiroku Torerukun""","[""transcription-translation""]",,,
"""12Twenty""","[""education"",""scheduling-calendar""]",,,
"""LabHok""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""Rootly""","[""team-collaborations""]",,,
"""OnlineAfspraken.nl""","[""scheduling-calendar""]",,,
"""ZiftONE""","[""marketing""]",,,
"""vmedulife""","[""learning-development""]",,,
"""GitHub Enterprise""","[""productivity""]",,,
"""Fons""","[""scheduling-calendar""]",,,
"""JANDI""","[""team-collaborations""]",,,
"""GivePulse""","[""education"",""learning-development""]",,,
"""RC Together""","[""team-collaborations""]",,,
"""Utisha""","[""learning-development""]",,,
"""ELMO Connect""","[""team-collaborations""]",,,
"""Miter""","[""productivity""]",,,
"""Calendars By Geniam""","[""education"",""learning-development""]",,,
"""Cerner""","[""health-care"",""health-wellness""]","""Profile & Contact Information""","""Settings""",
"""Teachfloor""","[""education"",""learning-development""]",,,
"""Blossom""","[""recording-transcriptions""]",,,
"""Blendr""","[""productivity""]",,,
"""Metix""","[""team-collaborations""]",,,
"""Sidekick AI""","[""scheduling-calendar""]",,,
"""enable.us""","[""sales-automation""]",,,
"""PlayyDate""","[""education"",""learning-development""]",,,
"""Webbtree""","[""human-resources""]",,,
"""DaySchedule""","[""education"",""eventmanagement""]",,,
"""TOPScorer for Zoom""","[""education"",""learning-development""]",,,
"""Tapdesk""","[""sales-automation""]",,,
"""WHISE""","[""crm""]",,,
"""ISP Attendance Tracker""","[""education"",""learning-development""]",,,
"""Dubber NA""","[""recording-transcriptions""]",,,
"""WillSuite""","[""crm""]",,,
"""Hub""","[""team-collaborations""]",,,
"""Commsor""","[""scheduling-calendar""]",,,
"""Virtual Sapiens Sidekick""","[""learning-development""]",,,
"""MeetBit""","[""scheduling-calendar""]",,,
"""Coffee Chats""","[""social-activities""]",,,
"""ClassroomAPP""","[""learning-development""]",,,
"""ZMSEND""","[""eventmanagement""]","""Profile & Contact Information""","""Settings""",
"""InformaCast Fusion by Singlewire""","[""content-and-compliance"",""education""]",,,
"""Retrieve""","[""team-collaborations""]",,,
"""My Digital Office""","[""team-collaborations""]",,,
"""National Association of Estate Planners & Councils""","[""eventmanagement""]",,,
"""Qoohoo""","[""social-activities""]",,,
"""Karen""","[""scheduling-calendar""]",,,
"""CoachSnap""","[""scheduling-calendar""]",,,
"""InMeeting""","[""productivity""]",,,
"""AirNivol videocall""","[""health-wellness""]",,,
"""MyNameFlow""","[""marketing""]","""Profile & Contact Information""","""Settings""",
"""Notredame academy Online Classes""","[""education"",""learning-development""]",,,
"""FacilityTracker""","[""education"",""eventmanagement""]",,,
"""NasSoft School Manager""","[""education"",""learning-development""]","""Profile & Contact Information""","""Settings""",
"""VIDIZMO Video Content Management & Portal""","[""recording-transcriptions""]",,,
"""TechSmith Knowmia""","[""education"",""recording-transcriptions""]",,,
"""OX App Suite""","[""team-collaborations""]",,,
"""iLert""","[""analytics""]",,,
"""People By Bento""","[""human-resources""]","""Profile & Contact Information""","""Settings""",
"""Medicina Integrata Online""","[""health-wellness""]",,,
"""Loyalty Rewards by LoyaltyMatch""","[""marketing""]",,,
"""Event Connections""","[""scheduling-calendar""]",,,
"""Klout Kast""","[""learning-development"",""productivity"",""social-activities""]","""Profile & Contact Information""","""Settings""",
